target,target_label,prediction,prediction_label,count
3,七,557,匕,5
19,丙,26,两,5
22,东,5958,车,5
82,亏,1738,弓,5
136,仟,4458,纤,5
138,代,161,伐,5
149,件,181,伴,5
179,估,217,佶,5
184,伺,196,何,5
192,住,190,位,5
192,住,1781,往,5
194,佑,179,估,5
213,佯,1788,徉,5
227,侍,1785,待,5
239,侨,241,侪,5
246,便,221,使,5
308,偎,348,儇,5
309,偏,4566,编,5
311,做,347,儆,5
322,傅,4570,缚,5
350,儒,3338,濡,5
364,兔,362,免,5
415,冶,5640,诒,5
418,冼,5650,诜,5
420,净,5658,诤,5
431,几,352,儿,5
431,几,432,凡,5
455,刊,474,到,5
482,刽,6278,钊,5
558,化,147,仳,5
581,半,34,丰,5
585,卒,3606,率,5
590,博,2273,搏,5
599,卦,6279,钋,5
627,原,625,厚,5
638,县,1922,悬,5
638,县,2447,昙,5
642,叉,641,又,5
658,句,2423,旬,5
720,吻,861,啕,5
745,呲,703,吡,5
757,咆,738,呛,5
785,咸,1296,威,5
807,哗,2470,晔,5
848,唱,900,喟,5
856,啄,761,咏,5
936,嗳,2499,暧,5
993,嚣,977,器,5
999,囗,656,口,5
1011,困,1008,囤,5
1017,国,1010,园,5
1027,土,1184,士,5
1041,圾,1060,坡,5
1108,城,1118,域,5
1213,失,1211,央,5
1296,威,785,咸,5
1296,威,2028,戚,5
1336,媒,3437,煤,5
1338,媛,1349,嫒,5
1367,嬴,4639,羸,5
1384,季,2553,李,5
1404,安,1418,宠,5
1426,宫,1411,官,5
1441,密,5377,蜜,5
1477,尤,7181,龙,5
1568,崎,1552,峙,5
1629,帅,1631,师,5
1631,师,1629,帅,5
1634,帐,1844,怅,5
1699,度,1712,廋,5
1721,廴,1372,孓,5
1722,延,1723,廷,5
1723,廷,1722,延,5
1747,弧,1385,孤,5
1753,弹,2881,殚,5
1762,彗,1987,慧,5
1807,徽,1804,徵,5
1822,忙,2565,杧,5
1852,怕,1637,帕,5
1876,恍,1919,悦,5
1918,患,3293,漶,5
1927,悴,1929,悻,5
1930,悼,3427,焯,5
1963,愉,2772,榆,5
2005,懊,3468,燠,5
2014,戈,2016,戋,5
2043,房,2047,扅,5
2052,手,54,乎,5
2082,抄,2568,杪,5
2086,抒,2577,杼,5
2108,押,2107,抻,5
2128,拗,1069,坳,5
2152,拼,2652,栟,5
2158,指,2256,揩,5
2176,挨,2199,换,5
2190,捌,2205,捯,5
2195,捕,2273,搏,5
2231,措,2252,揞,5
2296,摈,2799,槟,5
2333,操,2282,搡,5
2357,放,2360,效,5
2367,教,2376,数,5
2372,散,2375,敬,5
2422,早,2428,旱,5
2423,旬,658,句,5
2428,旱,2422,早,5
2441,昌,396,冒,5
2442,明,2525,朋,5
2453,昨,758,咋,5
2488,智,3950,眢,5
2495,暑,4618,署,5
2505,曈,3780,疃,5
2535,木,2540,术,5
2537,末,2541,朱,5
2599,枫,2596,枧,5
2628,柬,2561,束,5
2631,柱,2113,拄,5
2631,柱,2675,桎,5
2655,株,2712,梾,5
2684,档,2170,挡,5
2689,桨,3089,浆,5
2702,梢,2192,捎,5
2736,椅,2218,掎,5
2738,植,2752,楂,5
2739,椎,4209,稚,5
2750,椽,2242,掾,5
2768,楼,2269,搂,5
2813,樱,2310,撄,5
2829,檀,2332,擅,5
2971,汲,2995,没,5
2983,沈,3101,浓,5
3003,沪,3049,泸,5
3012,治,415,冶,5
3014,沽,3055,洁,5
3031,泜,5633,诋,5
3059,洌,419,冽,5
3081,洺,3066,洛,5
3084,洽,3117,浴,5
3122,涅,3217,湟,5
3141,润,3142,涧,5
3155,淅,3104,浙,5
3159,淌,4531,绱,5
3168,淡,5693,谈,5
3183,渍,3224,溃,5
3239,溪,3131,涘,5
3271,滨,3282,演,5
3322,澜,5731,谰,5
3367,炊,3389,炽,5
3380,炮,3375,炝,5
3398,烛,3551,独,5
3414,烽,3395,烊,5
3444,煸,3446,煽,5
3561,狸,3582,猩,5
3616,玟,3623,玫,5
3643,珠,5649,诛,5
3678,琼,3671,琮,5
3698,璃,3679,瑀,5
3717,瓜,3476,爪,5
3789,疗,3787,疔,5
3811,疸,3814,疽,5
3820,症,3828,痖,5
3822,痉,3823,痊,5
3847,瘁,3825,痒,5
3864,瘦,3800,疫,5
3885,癣,3882,癖,5
3920,盒,3911,盆,5
3956,眯,4802,脒,5
4001,瞳,3780,疃,5
4039,砜,4024,矾,5
4050,砰,4021,矸,5
4080,碉,4065,硐,5
4113,磨,7117,麽,5
4119,礁,4085,碓,5
4144,祝,5558,视,5
4158,祼,5524,裸,5
4174,禾,56,乐,5
4184,秕,2582,枇,5
4209,稚,2739,椎,5
